
---------- Begin Simulation Statistics ----------
simSeconds                                   0.008784                       # Number of seconds simulated (Second)
simTicks                                   8783970300                       # Number of ticks simulated (Tick)
finalTick                                  8783970300                       # Number of ticks from beginning of simulation (restored from checkpoints and never reset) (Tick)
simFreq                                  1000000000000                       # The number of ticks per simulated second ((Tick/Second))
hostSeconds                                     86.14                       # Real time elapsed on the host (Second)
hostTickRate                                101968708                       # The number of ticks simulated per host second (ticks/s) ((Tick/Second))
hostMemory                                    8525288                       # Number of bytes of host memory used (Byte)
simInsts                                     14793986                       # Number of instructions simulated (Count)
simOps                                       17433143                       # Number of ops (including micro ops) simulated (Count)
hostInstRate                                   171736                       # Simulator instruction rate (inst/s) ((Count/Second))
hostOpRate                                     202372                       # Simulator op (including micro ops) rate (op/s) ((Count/Second))
system.clk_domain.clock                           588                       # Clock period in ticks (Tick)
system.clk_domain.voltage_domain.voltage     1.100000                       # Voltage in Volts (Volt)
system.cpu.numCycles                         14938726                       # Number of cpu cycles simulated (Cycle)
system.cpu.numWorkItemsStarted                      0                       # Number of work items this cpu started (Count)
system.cpu.numWorkItemsCompleted                    0                       # Number of work items this cpu completed (Count)
system.cpu.instsAdded                        19730893                       # Number of instructions added to the IQ (excludes non-spec) (Count)
system.cpu.nonSpecInstsAdded                   274929                       # Number of non-speculative instructions added to the IQ (Count)
system.cpu.instsIssued                       19597299                       # Number of instructions issued (Count)
system.cpu.squashedInstsIssued                  60525                       # Number of squashed instructions issued (Count)
system.cpu.squashedInstsExamined              2572678                       # Number of squashed instructions iterated over during squash; mainly for profiling (Count)
system.cpu.squashedOperandsExamined            983097                       # Number of squashed operands that are examined and possibly removed from graph (Count)
system.cpu.squashedNonSpecRemoved               29929                       # Number of squashed non-spec instructions that were removed (Count)
system.cpu.numIssuedDist::samples            14899126                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::mean               1.315332                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::stdev              1.206965                       # Number of insts issued each cycle (Count)
system.l2cache.WritebackDirty.accesses::cpu.mmu.itb_walker       107272                       # number of WritebackDirty accesses(hits+misses) (Count)
system.l2cache.WritebackDirty.accesses::cpu.mmu.stage2_dtb_walker       107272                       # number of WritebackDirty accesses(hits+misses) (Count)
system.l2cache.WritebackDirty.accesses::cpu.mmu.stage2_itb_walker       107272                       # number of WritebackDirty accesses(hits+misses) (Count)
system.l2cache.WritebackDirty.accesses::cpu.inst       107272                       # number of WritebackDirty accesses(hits+misses) (Count)
system.l2cache.WritebackDirty.accesses::cpu.data       107272                       # number of WritebackDirty accesses(hits+misses) (Count)
system.l2cache.WritebackDirty.accesses::l2cache.prefetcher       107272                       # number of WritebackDirty accesses(hits+misses) (Count)
system.l2cache.WritebackDirty.accesses::total      1072720                       # number of WritebackDirty accesses(hits+misses) (Count)
system.l2cache.power_state.pwrStateResidencyTicks::UNDEFINED   8783970300                       # Cumulative time (in ticks) in various power states (Tick)
system.l2cache.power_state.pwrStateResidencyTicks::ON   8783970300                       # Cumulative time (in ticks) in various power states (Tick)
system.l2cache.power_state.pwrStateResidencyTicks::CLK_GATED   8783970300                       # Cumulative time (in ticks) in various power states (Tick)
system.l2cache.power_state.pwrStateResidencyTicks::SRAM_RETENTION   8783970300                       # Cumulative time (in ticks) in various power states (Tick)
system.l2cache.power_state.pwrStateResidencyTicks::OFF   8783970300                       # Cumulative time (in ticks) in various power states (Tick)
system.l2cache.prefetcher.demandMshrMisses        30822                       # demands not covered by prefetchs (Count)
system.l2cache.prefetcher.pfIssued             273920                       # number of hwpf issued (Count)
system.l2cache.prefetcher.pfUnused              16008                       # number of HardPF blocks evicted w/o reference (Count)
system.l2cache.prefetcher.pfUseful                 56                       # number of useful prefetch (Count)
system.l2cache.prefetcher.pfUsefulButMiss            0                       # number of hit on prefetch but cache block is not in an usable state (Count)
system.l2cache.prefetcher.accuracy           0.000204                       # accuracy of the prefetcher (Count)
system.l2cache.prefetcher.coverage           0.001814                       # coverage brought by this prefetcher (Count)
system.l2cache.prefetcher.pfHitInCache         250438                       # number of prefetches hitting in cache (Count)
system.l2cache.prefetcher.pfHitInMSHR            2157                       # number of prefetches hitting in a MSHR (Count)
system.l2cache.prefetcher.pfHitInWB                 1                       # number of prefetches hit in the Write Buffer (Count)
system.l2cache.prefetcher.pfLate               252596                       # number of late prefetches (hitting in cache, MSHR or WB) (Count)
system.l2cache.prefetcher.pfIdentified         273920                       # number of prefetch candidates identified (Count)
system.l2cache.prefetcher.pfBufferHit               0                       # number of redundant prefetches already in prefetch queue (Count)
system.l2cache.prefetcher.pfInCache                 0                       # number of redundant prefetches already in cache/mshr dropped (Count)
system.l2cache.prefetcher.pfRemovedDemand            0                       # number of prefetches dropped due to a demand for the same address (Count)
system.l2cache.prefetcher.pfRemovedFull             0                       # number of prefetches dropped due to prefetch queue size (Count)
system.l2cache.prefetcher.pfSpanPage            44480                       # number of prefetches that crossed the page (Count)
system.l2cache.prefetcher.power_state.pwrStateResidencyTicks::UNDEFINED   8783970300                       # Cumulative time (in ticks) in various power states (Tick)
system.l2cache.prefetcher.power_state.pwrStateResidencyTicks::ON   8783970300                       # Cumulative time (in ticks) in various power states (Tick)
system.l2cache.prefetcher.power_state.pwrStateResidencyTicks::CLK_GATED   8783970300                       # Cumulative time (in ticks) in various power states (Tick)
system.l2cache.prefetcher.power_state.pwrStateResidencyTicks::SRAM_RETENTION   8783970300                       # Cumulative time (in ticks) in various power states (Tick)
system.l2cache.prefetcher.power_state.pwrStateResidencyTicks::OFF   8783970300                       # Cumulative time (in ticks) in various power states (Tick)
system.l2cache.tags.tagsInUse             9363.001647                       # Average ticks per tags in use ((Tick/Count))
system.l2cache.tags.totalRefs                  282492                       # Total number of references to valid blocks. (Count)
system.l2cache.tags.sampledRefs                164824                       # Sample count of references to valid blocks. (Count)
system.l2cache.tags.avgRefs                  1.713901                       # Average number of references to valid blocks. ((Count/Count))
system.l2cache.tags.warmupTick                3680292                       # The tick when the warmup percentage was hit. (Tick)
system.l2cache.tags.occupancies::writebacks  9363.001647                       # Average occupied blocks per tick, per requestor ((Count/Tick))
system.l2cache.tags.occupancies::functional  9363.001647                       # Average occupied blocks per tick, per requestor ((Count/Tick))
system.l2cache.tags.occupancies::interrupt  9363.001647                       # Average occupied blocks per tick, per requestor ((Count/Tick))
system.l2cache.tags.occupancies::cpu.mmu.dtb_walker  9363.001647                       # Average occupied blocks per tick, per requestor ((Count/Tick))
system.l2cache.tags.occupancies::cpu.mmu.itb_walker  9363.001647                       # Average occupied blocks per tick, per requestor ((Count/Tick))
system.l2cache.tags.occupancies::cpu.mmu.stage2_dtb_walker  9363.001647                       # Average occupied blocks per tick, per requestor ((Count/Tick))
system.l2cache.tags.occupancies::cpu.mmu.stage2_itb_walker  9363.001647                       # Average occupied blocks per tick, per requestor ((Count/Tick))
system.l2cache.tags.occupancies::cpu.inst  9363.001647                       # Average occupied blocks per tick, per requestor ((Count/Tick))
system.l2cache.tags.occupancies::cpu.data  9363.001647                       # Average occupied blocks per tick, per requestor ((Count/Tick))
system.l2cache.tags.occupancies::l2cache.prefetcher  9363.001647                       # Average occupied blocks per tick, per requestor ((Count/Tick))
system.l2cache.tags.avgOccs::writebacks      0.571472                       # Average percentage of cache occupancy ((Ratio/Tick))
system.l2cache.tags.avgOccs::functional      0.571472                       # Average percentage of cache occupancy ((Ratio/Tick))
system.l2cache.tags.avgOccs::interrupt       0.571472                       # Average percentage of cache occupancy ((Ratio/Tick))
system.l2cache.tags.avgOccs::cpu.mmu.dtb_walker     0.571472                       # Average percentage of cache occupancy ((Ratio/Tick))
system.l2cache.tags.avgOccs::cpu.mmu.itb_walker     0.571472                       # Average percentage of cache occupancy ((Ratio/Tick))
system.l2cache.tags.avgOccs::cpu.mmu.stage2_dtb_walker     0.571472                       # Average percentage of cache occupancy ((Ratio/Tick))
system.l2cache.tags.avgOccs::cpu.mmu.stage2_itb_walker     0.571472                       # Average percentage of cache occupancy ((Ratio/Tick))
system.l2cache.tags.avgOccs::cpu.inst        0.571472                       # Average percentage of cache occupancy ((Ratio/Tick))
system.l2cache.tags.avgOccs::cpu.data        0.571472                       # Average percentage of cache occupancy ((Ratio/Tick))
system.l2cache.tags.avgOccs::l2cache.prefetcher     0.571472                       # Average percentage of cache occupancy ((Ratio/Tick))
system.l2cache.tags.avgOccs::total           5.714723                       # Average percentage of cache occupancy ((Ratio/Tick))
system.l2cache.tags.occupanciesTaskId::0        15985                       # Occupied blocks per task id (Count)
system.l2cache.tags.occupanciesTaskId::1        15985                       # Occupied blocks per task id (Count)
system.l2cache.tags.occupanciesTaskId::2        15985                       # Occupied blocks per task id (Count)
system.l2cache.tags.occupanciesTaskId::3        15985                       # Occupied blocks per task id (Count)
system.l2cache.tags.occupanciesTaskId::4        15985                       # Occupied blocks per task id (Count)
system.l2cache.tags.occupanciesTaskId::5        15985                       # Occupied blocks per task id (Count)
system.l2cache.tags.occupanciesTaskId::6        15985                       # Occupied blocks per task id (Count)
system.l2cache.tags.occupanciesTaskId::7        15985                       # Occupied blocks per task id (Count)
system.l2cache.tags.occupanciesTaskId::8        15985                       # Occupied blocks per task id (Count)
system.l2cache.tags.occupanciesTaskId::9        15985                       # Occupied blocks per task id (Count)
system.l2cache.tags.occupanciesTaskId::10        15985                       # Occupied blocks per task id (Count)
system.l2cache.tags.occupanciesTaskId::11        15985                       # Occupied blocks per task id (Count)
system.l2cache.tags.occupanciesTaskId::12        15985                       # Occupied blocks per task id (Count)
system.l2cache.tags.occupanciesTaskId::13        15985                       # Occupied blocks per task id (Count)
system.l2cache.tags.occupanciesTaskId::14        15985                       # Occupied blocks per task id (Count)
system.l2cache.tags.occupanciesTaskId::15        15985                       # Occupied blocks per task id (Count)
system.l2cache.tags.occupanciesTaskId::16        15985                       # Occupied blocks per task id (Count)
system.l2cache.tags.occupanciesTaskId::17        15985                       # Occupied blocks per task id (Count)
system.l2cache.tags.occupanciesTaskId::18        15985                       # Occupied blocks per task id (Count)
system.l2cache.tags.occupanciesTaskId::19        15985                       # Occupied blocks per task id (Count)
system.l2cache.tags.occupanciesTaskId::20        15985                       # Occupied blocks per task id (Count)
system.l2cache.tags.occupanciesTaskId::21        15985                       # Occupied blocks per task id (Count)
system.l2cache.tags.occupanciesTaskId::22        15985                       # Occupied blocks per task id (Count)
system.l2cache.tags.occupanciesTaskId::23        15985                       # Occupied blocks per task id (Count)
system.l2cache.tags.occupanciesTaskId::24        15985                       # Occupied blocks per task id (Count)
system.l2cache.tags.occupanciesTaskId::25        15985                       # Occupied blocks per task id (Count)
system.l2cache.tags.occupanciesTaskId::26        15985                       # Occupied blocks per task id (Count)
system.l2cache.tags.occupanciesTaskId::27        15985                       # Occupied blocks per task id (Count)
system.l2cache.tags.occupanciesTaskId::28        15985                       # Occupied blocks per task id (Count)
system.l2cache.tags.occupanciesTaskId::29        15985                       # Occupied blocks per task id (Count)
system.l2cache.tags.occupanciesTaskId::30        15985                       # Occupied blocks per task id (Count)
system.l2cache.tags.occupanciesTaskId::31        15985                       # Occupied blocks per task id (Count)
system.l2cache.tags.occupanciesTaskId::32        15985                       # Occupied blocks per task id (Count)
system.l2cache.tags.occupanciesTaskId::33        15985                       # Occupied blocks per task id (Count)
system.l2cache.tags.occupanciesTaskId::34        15985                       # Occupied blocks per task id (Count)
system.l2cache.tags.occupanciesTaskId::35        15985                       # Occupied blocks per task id (Count)
system.l2cache.tags.occupanciesTaskId::36        15985                       # Occupied blocks per task id (Count)
system.l2cache.tags.occupanciesTaskId::37        15985                       # Occupied blocks per task id (Count)
system.l2cache.tags.occupanciesTaskId::38        15985                       # Occupied blocks per task id (Count)
system.l2cache.tags.occupanciesTaskId::39        15985                       # Occupied blocks per task id (Count)
system.l2cache.tags.occupanciesTaskId::40        15985                       # Occupied blocks per task id (Count)
system.l2cache.tags.occupanciesTaskId::41        15985                       # Occupied blocks per task id (Count)
system.l2cache.tags.occupanciesTaskId::42        15985                       # Occupied blocks per task id (Count)
system.l2cache.tags.occupanciesTaskId::43        15985                       # Occupied blocks per task id (Count)
system.l2cache.tags.occupanciesTaskId::44        15985                       # Occupied blocks per task id (Count)
system.l2cache.tags.occupanciesTaskId::45        15985                       # Occupied blocks per task id (Count)
system.l2cache.tags.occupanciesTaskId::46        15985                       # Occupied blocks per task id (Count)
system.l2cache.tags.occupanciesTaskId::47        15985                       # Occupied blocks per task id (Count)
system.l2cache.tags.occupanciesTaskId::48        15985                       # Occupied blocks per task id (Count)
system.l2cache.tags.occupanciesTaskId::49        15985                       # Occupied blocks per task id (Count)
system.l2cache.tags.occupanciesTaskId::50        15985                       # Occupied blocks per task id (Count)
system.l2cache.tags.occupanciesTaskId::51        15985                       # Occupied blocks per task id (Count)
system.l2cache.tags.occupanciesTaskId::52        15985                       # Occupied blocks per task id (Count)
system.l2cache.tags.occupanciesTaskId::53        15985                       # Occupied blocks per task id (Count)
system.l2cache.tags.occupanciesTaskId::54        15985                       # Occupied blocks per task id (Count)
system.l2cache.tags.occupanciesTaskId::55        15985                       # Occupied blocks per task id (Count)
system.l2cache.tags.occupanciesTaskId::56        15985                       # Occupied blocks per task id (Count)
system.l2cache.tags.occupanciesTaskId::57        15985                       # Occupied blocks per task id (Count)
system.l2cache.tags.occupanciesTaskId::58        15985                       # Occupied blocks per task id (Count)
system.l2cache.tags.occupanciesTaskId::59        15985                       # Occupied blocks per task id (Count)
system.l2cache.tags.occupanciesTaskId::60        15985                       # Occupied blocks per task id (Count)
system.l2cache.tags.occupanciesTaskId::61        15985                       # Occupied blocks per task id (Count)
system.l2cache.tags.occupanciesTaskId::62        15985                       # Occupied blocks per task id (Count)
system.l2cache.tags.occupanciesTaskId::63        15985                       # Occupied blocks per task id (Count)
system.l2cache.tags.occupanciesTaskId::64        15985                       # Occupied blocks per task id (Count)
system.l2cache.tags.occupanciesTaskId::65        15985                       # Occupied blocks per task id (Count)
system.l2cache.tags.occupanciesTaskId::66        15985                       # Occupied blocks per task id (Count)
system.l2cache.tags.occupanciesTaskId::67        15985                       # Occupied blocks per task id (Count)
system.l2cache.tags.occupanciesTaskId::68        15985                       # Occupied blocks per task id (Count)
system.l2cache.tags.occupanciesTaskId::69        15985                       # Occupied blocks per task id (Count)
system.l2cache.tags.occupanciesTaskId::70        15985                       # Occupied blocks per task id (Count)
system.l2cache.tags.occupanciesTaskId::71        15985                       # Occupied blocks per task id (Count)
system.l2cache.tags.occupanciesTaskId::72        15985                       # Occupied blocks per task id (Count)
system.l2cache.tags.occupanciesTaskId::73        15985                       # Occupied blocks per task id (Count)
system.l2cache.tags.occupanciesTaskId::74        15985                       # Occupied blocks per task id (Count)
system.l2cache.tags.occupanciesTaskId::75        15985                       # Occupied blocks per task id (Count)
system.l2cache.tags.occupanciesTaskId::76        15985                       # Occupied blocks per task id (Count)
system.l2cache.tags.occupanciesTaskId::77        15985                       # Occupied blocks per task id (Count)
system.l2cache.tags.occupanciesTaskId::78        15985                       # Occupied blocks per task id (Count)
system.l2cache.tags.occupanciesTaskId::79        15985                       # Occupied blocks per task id (Count)
system.l2cache.tags.occupanciesTaskId::80        15985                       # Occupied blocks per task id (Count)
system.l2cache.tags.occupanciesTaskId::81        15985                       # Occupied blocks per task id (Count)
system.l2cache.tags.occupanciesTaskId::82        15985                       # Occupied blocks per task id (Count)
system.l2cache.tags.occupanciesTaskId::83        15985                       # Occupied blocks per task id (Count)
system.l2cache.tags.occupanciesTaskId::84        15985                       # Occupied blocks per task id (Count)
system.l2cache.tags.occupanciesTaskId::85        15985                       # Occupied blocks per task id (Count)
system.l2cache.tags.occupanciesTaskId::86        15985                       # Occupied blocks per task id (Count)
system.l2cache.tags.occupanciesTaskId::87        15985                       # Occupied blocks per task id (Count)
system.l2cache.tags.occupanciesTaskId::88        15985                       # Occupied blocks per task id (Count)
system.l2cache.tags.occupanciesTaskId::89        15985                       # Occupied blocks per task id (Count)
system.l2cache.tags.occupanciesTaskId::90        15985                       # Occupied blocks per task id (Count)
system.l2cache.tags.occupanciesTaskId::91        15985                       # Occupied blocks per task id (Count)
system.l2cache.tags.occupanciesTaskId::92        15985                       # Occupied blocks per task id (Count)
system.l2cache.tags.occupanciesTaskId::93        15985                       # Occupied blocks per task id (Count)
system.l2cache.tags.occupanciesTaskId::94        15985                       # Occupied blocks per task id (Count)
system.l2cache.tags.occupanciesTaskId::95        15985                       # Occupied blocks per task id (Count)
system.l2cache.tags.occupanciesTaskId::96        15985                       # Occupied blocks per task id (Count)
system.l2cache.tags.occupanciesTaskId::97        15985                       # Occupied blocks per task id (Count)
system.l2cache.tags.occupanciesTaskId::98        15985                       # Occupied blocks per task id (Count)
system.l2cache.tags.occupanciesTaskId::99        15985                       # Occupied blocks per task id (Count)
system.l2cache.tags.occupanciesTaskId::100        15985                       # Occupied blocks per task id (Count)
system.l2cache.tags.occupanciesTaskId::101        15985                       # Occupied blocks per task id (Count)
system.l2cache.tags.occupanciesTaskId::102        15985                       # Occupied blocks per task id (Count)
system.l2cache.tags.occupanciesTaskId::103        15985                       # Occupied blocks per task id (Count)
system.l2cache.tags.occupanciesTaskId::104        15985                       # Occupied blocks per task id (Count)
system.l2cache.tags.occupanciesTaskId::105        15985                       # Occupied blocks per task id (Count)
system.l2cache.tags.occupanciesTaskId::106        15985                       # Occupied blocks per task id (Count)
system.l2cache.tags.occupanciesTaskId::107        15985                       # Occupied blocks per task id (Count)
system.l2cache.tags.occupanciesTaskId::108        15985                       # Occupied blocks per task id (Count)
system.l2cache.tags.occupanciesTaskId::109        15985                       # Occupied blocks per task id (Count)
system.l2cache.tags.occupanciesTaskId::110        15985                       # Occupied blocks per task id (Count)
system.l2cache.tags.occupanciesTaskId::111        15985                       # Occupied blocks per task id (Count)
system.l2cache.tags.occupanciesTaskId::112        15985                       # Occupied blocks per task id (Count)
system.l2cache.tags.occupanciesTaskId::113        15985                       # Occupied blocks per task id (Count)
system.l2cache.tags.occupanciesTaskId::114        15985                       # Occupied blocks per task id (Count)
system.l2cache.tags.occupanciesTaskId::115        15985                       # Occupied blocks per task id (Count)
system.l2cache.tags.occupanciesTaskId::116        15985                       # Occupied blocks per task id (Count)
system.l2cache.tags.occupanciesTaskId::117        15985                       # Occupied blocks per task id (Count)
system.l2cache.tags.occupanciesTaskId::118        15985                       # Occupied blocks per task id (Count)
system.l2cache.tags.occupanciesTaskId::119        15985                       # Occupied blocks per task id (Count)
system.l2cache.tags.occupanciesTaskId::120        15985                       # Occupied blocks per task id (Count)
system.l2cache.tags.occupanciesTaskId::121        15985                       # Occupied blocks per task id (Count)
system.l2cache.tags.occupanciesTaskId::122        15985                       # Occupied blocks per task id (Count)
system.l2cache.tags.occupanciesTaskId::123        15985                       # Occupied blocks per task id (Count)
system.l2cache.tags.occupanciesTaskId::124        15985                       # Occupied blocks per task id (Count)
system.l2cache.tags.occupanciesTaskId::125        15985                       # Occupied blocks per task id (Count)
system.l2cache.tags.occupanciesTaskId::126        15985                       # Occupied blocks per task id (Count)
system.l2cache.tags.occupanciesTaskId::127        15985                       # Occupied blocks per task id (Count)
system.l2cache.tags.occupanciesTaskId::128        15985                       # Occupied blocks per task id (Count)
system.l2cache.tags.occupanciesTaskId::129        15985                       # Occupied blocks per task id (Count)
system.l2cache.tags.occupanciesTaskId::130        15985                       # Occupied blocks per task id (Count)
system.l2cache.tags.occupanciesTaskId::131        15985                       # Occupied blocks per task id (Count)
system.l2cache.tags.occupanciesTaskId::132        15985                       # Occupied blocks per task id (Count)
system.l2cache.tags.occupanciesTaskId::133        15985                       # Occupied blocks per task id (Count)
system.l2cache.tags.occupanciesTaskId::134        15985                       # Occupied blocks per task id (Count)
system.l2cache.tags.occupanciesTaskId::135        15985                       # Occupied blocks per task id (Count)
system.l2cache.tags.occupanciesTaskId::136        15985                       # Occupied blocks per task id (Count)
system.l2cache.tags.occupanciesTaskId::137        15985                       # Occupied blocks per task id (Count)
system.l2cache.tags.occupanciesTaskId::138        15985                       # Occupied blocks per task id (Count)
system.l2cache.tags.occupanciesTaskId::139        15985                       # Occupied blocks per task id (Count)
system.l2cache.tags.occupanciesTaskId::140        15985                       # Occupied blocks per task id (Count)
system.l2cache.tags.occupanciesTaskId::141        15985                       # Occupied blocks per task id (Count)
system.l2cache.tags.occupanciesTaskId::142        15985                       # Occupied blocks per task id (Count)
system.l2cache.tags.occupanciesTaskId::143        15985                       # Occupied blocks per task id (Count)
system.l2cache.tags.occupanciesTaskId::144        15985                       # Occupied blocks per task id (Count)
system.l2cache.tags.occupanciesTaskId::145        15985                       # Occupied blocks per task id (Count)
system.l2cache.tags.occupanciesTaskId::146        15985                       # Occupied blocks per task id (Count)
system.l2cache.tags.occupanciesTaskId::147        15985                       # Occupied blocks per task id (Count)
system.l2cache.tags.occupanciesTaskId::148        15985                       # Occupied blocks per task id (Count)
system.l2cache.tags.occupanciesTaskId::149        15985                       # Occupied blocks per task id (Count)
system.l2cache.tags.occupanciesTaskId::150        15985                       # Occupied blocks per task id (Count)
system.l2cache.tags.occupanciesTaskId::151        15985                       # Occupied blocks per task id (Count)
system.l2cache.tags.occupanciesTaskId::152        15985                       # Occupied blocks per task id (Count)
system.l2cache.tags.occupanciesTaskId::153        15985                       # Occupied blocks per task id (Count)
system.l2cache.tags.occupanciesTaskId::154        15985                       # Occupied blocks per task id (Count)
system.l2cache.tags.occupanciesTaskId::155        15985                       # Occupied blocks per task id (Count)
system.l2cache.tags.occupanciesTaskId::156        15985                       # Occupied blocks per task id (Count)
system.l2cache.tags.occupanciesTaskId::157        15985                       # Occupied blocks per task id (Count)
system.l2cache.tags.occupanciesTaskId::158        15985                       # Occupied blocks per task id (Count)
system.l2cache.tags.occupanciesTaskId::159        15985                       # Occupied blocks per task id (Count)
system.l2cache.tags.occupanciesTaskId::160        15985                       # Occupied blocks per task id (Count)
system.l2cache.tags.occupanciesTaskId::161        15985                       # Occupied blocks per task id (Count)
system.l2cache.tags.occupanciesTaskId::162        15985                       # Occupied blocks per task id (Count)
system.l2cache.tags.occupanciesTaskId::163        15985                       # Occupied blocks per task id (Count)
system.l2cache.tags.occupanciesTaskId::164        15985                       # Occupied blocks per task id (Count)
system.l2cache.tags.occupanciesTaskId::165        15985                       # Occupied blocks per task id (Count)
system.l2cache.tags.occupanciesTaskId::166        15985                       # Occupied blocks per task id (Count)
system.l2cache.tags.occupanciesTaskId::167        15985                       # Occupied blocks per task id (Count)
system.l2cache.tags.occupanciesTaskId::168        15985                       # Occupied blocks per task id (Count)
system.l2cache.tags.occupanciesTaskId::169        15985                       # Occupied blocks per task id (Count)
system.l2cache.tags.occupanciesTaskId::170        15985                       # Occupied blocks per task id (Count)
system.l2cache.tags.occupanciesTaskId::171        15985                       # Occupied blocks per task id (Count)
system.l2cache.tags.occupanciesTaskId::172        15985                       # Occupied blocks per task id (Count)
system.l2cache.tags.occupanciesTaskId::173        15985                       # Occupied blocks per task id (Count)
system.l2cache.tags.occupanciesTaskId::174        15985                       # Occupied blocks per task id (Count)
system.l2cache.tags.occupanciesTaskId::175        15985                       # Occupied blocks per task id (Count)
system.l2cache.tags.occupanciesTaskId::176        15985                       # Occupied blocks per task id (Count)
system.l2cache.tags.occupanciesTaskId::177        15985                       # Occupied blocks per task id (Count)
system.l2cache.tags.occupanciesTaskId::178        15985                       # Occupied blocks per task id (Count)
system.l2cache.tags.occupanciesTaskId::179        15985                       # Occupied blocks per task id (Count)
system.l2cache.tags.occupanciesTaskId::180        15985                       # Occupied blocks per task id (Count)
system.l2cache.tags.occupanciesTaskId::181        15985                       # Occupied blocks per task id (Count)
system.l2cache.tags.occupanciesTaskId::182        15985                       # Occupied blocks per task id (Count)
system.l2cache.tags.occupanciesTaskId::183        15985                       # Occupied blocks per task id (Count)
system.l2cache.tags.occupanciesTaskId::184        15985                       # Occupied blocks per task id (Count)
system.l2cache.tags.occupanciesTaskId::185        15985                       # Occupied blocks per task id (Count)
system.l2cache.tags.occupanciesTaskId::186        15985                       # Occupied blocks per task id (Count)
system.l2cache.tags.occupanciesTaskId::187        15985                       # Occupied blocks per task id (Count)
system.l2cache.tags.occupanciesTaskId::188        15985                       # Occupied blocks per task id (Count)
system.l2cache.tags.occupanciesTaskId::189        15985                       # Occupied blocks per task id (Count)
system.l2cache.tags.occupanciesTaskId::190        15985                       # Occupied blocks per task id (Count)
system.l2cache.tags.occupanciesTaskId::191        15985                       # Occupied blocks per task id (Count)
system.l2cache.tags.occupanciesTaskId::192        15985                       # Occupied blocks per task id (Count)
system.l2cache.tags.occupanciesTaskId::193        15985                       # Occupied blocks per task id (Count)
system.l2cache.tags.occupanciesTaskId::194        15985                       # Occupied blocks per task id (Count)
system.l2cache.tags.occupanciesTaskId::195        15985                       # Occupied blocks per task id (Count)
system.l2cache.tags.occupanciesTaskId::196        15985                       # Occupied blocks per task id (Count)
system.l2cache.tags.occupanciesTaskId::197        15985                       # Occupied blocks per task id (Count)
system.l2cache.tags.occupanciesTaskId::198        15985                       # Occupied blocks per task id (Count)
system.l2cache.tags.occupanciesTaskId::199        15985                       # Occupied blocks per task id (Count)
system.l2cache.tags.occupanciesTaskId::200        15985                       # Occupied blocks per task id (Count)
system.l2cache.tags.occupanciesTaskId::201        15985                       # Occupied blocks per task id (Count)
system.l2cache.tags.occupanciesTaskId::202        15985                       # Occupied blocks per task id (Count)
system.l2cache.tags.occupanciesTaskId::203        15985                       # Occupied blocks per task id (Count)
system.l2cache.tags.occupanciesTaskId::204        15985                       # Occupied blocks per task id (Count)
system.l2cache.tags.occupanciesTaskId::205        15985                       # Occupied blocks per task id (Count)
system.l2cache.tags.occupanciesTaskId::206        15985                       # Occupied blocks per task id (Count)
system.l2cache.tags.occupanciesTaskId::207        15985                       # Occupied blocks per task id (Count)
system.l2cache.tags.occupanciesTaskId::208        15985                       # Occupied blocks per task id (Count)
system.l2cache.tags.occupanciesTaskId::209        15985                       # Occupied blocks per task id (Count)
system.l2cache.tags.occupanciesTaskId::210        15985                       # Occupied blocks per task id (Count)
system.l2cache.tags.occupanciesTaskId::211        15985                       # Occupied blocks per task id (Count)
system.l2cache.tags.occupanciesTaskId::212        15985                       # Occupied blocks per task id (Count)
system.l2cache.tags.occupanciesTaskId::213        15985                       # Occupied blocks per task id (Count)
system.l2cache.tags.occupanciesTaskId::214        15985                       # Occupied blocks per task id (Count)
system.l2cache.tags.occupanciesTaskId::215        15985                       # Occupied blocks per task id (Count)
system.l2cache.tags.occupanciesTaskId::216        15985                       # Occupied blocks per task id (Count)
system.l2cache.tags.occupanciesTaskId::217        15985                       # Occupied blocks per task id (Count)
system.l2cache.tags.occupanciesTaskId::218        15985                       # Occupied blocks per task id (Count)
system.l2cache.tags.occupanciesTaskId::219        15985                       # Occupied blocks per task id (Count)
system.l2cache.tags.occupanciesTaskId::220        15985                       # Occupied blocks per task id (Count)
system.l2cache.tags.occupanciesTaskId::221        15985                       # Occupied blocks per task id (Count)
system.l2cache.tags.occupanciesTaskId::222        15985                       # Occupied blocks per task id (Count)
system.l2cache.tags.occupanciesTaskId::223        15985                       # Occupied blocks per task id (Count)
system.l2cache.tags.occupanciesTaskId::224        15985                       # Occupied blocks per task id (Count)
system.l2cache.tags.occupanciesTaskId::225        15985                       # Occupied blocks per task id (Count)
system.l2cache.tags.occupanciesTaskId::226        15985                       # Occupied blocks per task id (Count)
system.l2cache.tags.occupanciesTaskId::227        15985                       # Occupied blocks per task id (Count)
system.l2cache.tags.occupanciesTaskId::228        15985                       # Occupied blocks per task id (Count)
system.l2cache.tags.occupanciesTaskId::229        15985                       # Occupied blocks per task id (Count)
system.l2cache.tags.occupanciesTaskId::230        15985                       # Occupied blocks per task id (Count)
system.l2cache.tags.occupanciesTaskId::231        15985                       # Occupied blocks per task id (Count)
