
---------- Begin Simulation Statistics ----------
simSeconds                                   0.001874                       # Number of seconds simulated (Second)
simTicks                                   1874187672                       # Number of ticks simulated (Tick)
finalTick                                  1874187672                       # Number of ticks from beginning of simulation (restored from checkpoints and never reset) (Tick)
simFreq                                  1000000000000                       # The number of ticks per simulated second ((Tick/Second))
hostSeconds                                     21.06                       # Real time elapsed on the host (Second)
hostTickRate                                 88978639                       # The number of ticks simulated per host second (ticks/s) ((Tick/Second))
hostMemory                                    8522952                       # Number of bytes of host memory used (Byte)
simInsts                                      4848347                       # Number of instructions simulated (Count)
simOps                                        4855231                       # Number of ops (including micro ops) simulated (Count)
hostInstRate                                   230177                       # Simulator instruction rate (inst/s) ((Count/Second))
hostOpRate                                     230504                       # Simulator op (including micro ops) rate (op/s) ((Count/Second))
system.clk_domain.clock                           588                       # Clock period in ticks (Tick)
system.clk_domain.voltage_domain.voltage     1.100000                       # Voltage in Volts (Volt)
system.cpu.numCycles                          3187395                       # Number of cpu cycles simulated (Cycle)
system.cpu.numWorkItemsStarted                      0                       # Number of work items this cpu started (Count)
system.cpu.numWorkItemsCompleted                    0                       # Number of work items this cpu completed (Count)
system.cpu.instsAdded                         4948685                       # Number of instructions added to the IQ (excludes non-spec) (Count)
system.cpu.nonSpecInstsAdded                      192                       # Number of non-speculative instructions added to the IQ (Count)
system.cpu.instsIssued                        4916244                       # Number of instructions issued (Count)
system.cpu.squashedInstsIssued                   1700                       # Number of squashed instructions issued (Count)
system.cpu.squashedInstsExamined                93645                       # Number of squashed instructions iterated over during squash; mainly for profiling (Count)
system.cpu.squashedOperandsExamined             69141                       # Number of squashed operands that are examined and possibly removed from graph (Count)
system.cpu.squashedNonSpecRemoved                  48                       # Number of squashed non-spec instructions that were removed (Count)
system.cpu.numIssuedDist::samples             3133145                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::mean               1.569108                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::stdev              0.891343                       # Number of insts issued each cycle (Count)
system.l2cache.tags.ageTaskId_241::1              962                       # Occupied blocks per task id, per block age (Count)
system.l2cache.tags.ageTaskId_241::2              962                       # Occupied blocks per task id, per block age (Count)
system.l2cache.tags.ageTaskId_241::3              962                       # Occupied blocks per task id, per block age (Count)
system.l2cache.tags.ageTaskId_241::4              962                       # Occupied blocks per task id, per block age (Count)
system.l2cache.tags.ageTaskId_242::0              962                       # Occupied blocks per task id, per block age (Count)
system.l2cache.tags.ageTaskId_242::1              962                       # Occupied blocks per task id, per block age (Count)
system.l2cache.tags.ageTaskId_242::2              962                       # Occupied blocks per task id, per block age (Count)
system.l2cache.tags.ageTaskId_242::3              962                       # Occupied blocks per task id, per block age (Count)
system.l2cache.tags.ageTaskId_242::4              962                       # Occupied blocks per task id, per block age (Count)
system.l2cache.tags.ageTaskId_243::0              962                       # Occupied blocks per task id, per block age (Count)
system.l2cache.tags.ageTaskId_243::1              962                       # Occupied blocks per task id, per block age (Count)
system.l2cache.tags.ageTaskId_243::2              962                       # Occupied blocks per task id, per block age (Count)
system.l2cache.tags.ageTaskId_243::3              962                       # Occupied blocks per task id, per block age (Count)
system.l2cache.tags.ageTaskId_243::4              962                       # Occupied blocks per task id, per block age (Count)
system.l2cache.tags.ageTaskId_244::0              962                       # Occupied blocks per task id, per block age (Count)
system.l2cache.tags.ageTaskId_244::1              962                       # Occupied blocks per task id, per block age (Count)
system.l2cache.tags.ageTaskId_244::2              962                       # Occupied blocks per task id, per block age (Count)
system.l2cache.tags.ageTaskId_244::3              962                       # Occupied blocks per task id, per block age (Count)
system.l2cache.tags.ageTaskId_244::4              962                       # Occupied blocks per task id, per block age (Count)
system.l2cache.tags.ageTaskId_245::0              962                       # Occupied blocks per task id, per block age (Count)
system.l2cache.tags.ageTaskId_245::1              962                       # Occupied blocks per task id, per block age (Count)
system.l2cache.tags.ageTaskId_245::2              962                       # Occupied blocks per task id, per block age (Count)
system.l2cache.tags.ageTaskId_245::3              962                       # Occupied blocks per task id, per block age (Count)
system.l2cache.tags.ageTaskId_245::4              962                       # Occupied blocks per task id, per block age (Count)
system.l2cache.tags.ageTaskId_246::0              962                       # Occupied blocks per task id, per block age (Count)
system.l2cache.tags.ageTaskId_246::1              962                       # Occupied blocks per task id, per block age (Count)
system.l2cache.tags.ageTaskId_246::2              962                       # Occupied blocks per task id, per block age (Count)
system.l2cache.tags.ageTaskId_246::3              962                       # Occupied blocks per task id, per block age (Count)
system.l2cache.tags.ageTaskId_246::4              962                       # Occupied blocks per task id, per block age (Count)
system.l2cache.tags.ageTaskId_247::0              962                       # Occupied blocks per task id, per block age (Count)
system.l2cache.tags.ageTaskId_247::1              962                       # Occupied blocks per task id, per block age (Count)
system.l2cache.tags.ageTaskId_247::2              962                       # Occupied blocks per task id, per block age (Count)
system.l2cache.tags.ageTaskId_247::3              962                       # Occupied blocks per task id, per block age (Count)
system.l2cache.tags.ageTaskId_247::4              962                       # Occupied blocks per task id, per block age (Count)
system.l2cache.tags.ageTaskId_248::0              962                       # Occupied blocks per task id, per block age (Count)
system.l2cache.tags.ageTaskId_248::1              962                       # Occupied blocks per task id, per block age (Count)
system.l2cache.tags.ageTaskId_248::2              962                       # Occupied blocks per task id, per block age (Count)
system.l2cache.tags.ageTaskId_248::3              962                       # Occupied blocks per task id, per block age (Count)
system.l2cache.tags.ageTaskId_248::4              962                       # Occupied blocks per task id, per block age (Count)
system.l2cache.tags.ageTaskId_249::0              962                       # Occupied blocks per task id, per block age (Count)
system.l2cache.tags.ageTaskId_249::1              962                       # Occupied blocks per task id, per block age (Count)
system.l2cache.tags.ageTaskId_249::2              962                       # Occupied blocks per task id, per block age (Count)
system.l2cache.tags.ageTaskId_249::3              962                       # Occupied blocks per task id, per block age (Count)
system.l2cache.tags.ageTaskId_249::4              962                       # Occupied blocks per task id, per block age (Count)
system.l2cache.tags.ageTaskId_250::0              962                       # Occupied blocks per task id, per block age (Count)
system.l2cache.tags.ageTaskId_250::1              962                       # Occupied blocks per task id, per block age (Count)
system.l2cache.tags.ageTaskId_250::2              962                       # Occupied blocks per task id, per block age (Count)
system.l2cache.tags.ageTaskId_250::3              962                       # Occupied blocks per task id, per block age (Count)
system.l2cache.tags.ageTaskId_250::4              962                       # Occupied blocks per task id, per block age (Count)
system.l2cache.tags.ageTaskId_251::0              962                       # Occupied blocks per task id, per block age (Count)
system.l2cache.tags.ageTaskId_251::1              962                       # Occupied blocks per task id, per block age (Count)
system.l2cache.tags.ageTaskId_251::2              962                       # Occupied blocks per task id, per block age (Count)
system.l2cache.tags.ageTaskId_251::3              962                       # Occupied blocks per task id, per block age (Count)
system.l2cache.tags.ageTaskId_251::4              962                       # Occupied blocks per task id, per block age (Count)
system.l2cache.tags.ageTaskId_252::0              962                       # Occupied blocks per task id, per block age (Count)
system.l2cache.tags.ageTaskId_252::1              962                       # Occupied blocks per task id, per block age (Count)
system.l2cache.tags.ageTaskId_252::2              962                       # Occupied blocks per task id, per block age (Count)
system.l2cache.tags.ageTaskId_252::3              962                       # Occupied blocks per task id, per block age (Count)
system.l2cache.tags.ageTaskId_252::4              962                       # Occupied blocks per task id, per block age (Count)
system.l2cache.tags.ageTaskId_253::0              962                       # Occupied blocks per task id, per block age (Count)
system.l2cache.tags.ageTaskId_253::1              962                       # Occupied blocks per task id, per block age (Count)
system.l2cache.tags.ageTaskId_253::2              962                       # Occupied blocks per task id, per block age (Count)
system.l2cache.tags.ageTaskId_253::3              962                       # Occupied blocks per task id, per block age (Count)
system.l2cache.tags.ageTaskId_253::4              962                       # Occupied blocks per task id, per block age (Count)
system.l2cache.tags.ageTaskId_254::0              962                       # Occupied blocks per task id, per block age (Count)
system.l2cache.tags.ageTaskId_254::1              962                       # Occupied blocks per task id, per block age (Count)
system.l2cache.tags.ageTaskId_254::2              962                       # Occupied blocks per task id, per block age (Count)
system.l2cache.tags.ageTaskId_254::3              962                       # Occupied blocks per task id, per block age (Count)
system.l2cache.tags.ageTaskId_254::4              962                       # Occupied blocks per task id, per block age (Count)
system.l2cache.tags.ageTaskId_255::0              962                       # Occupied blocks per task id, per block age (Count)
system.l2cache.tags.ageTaskId_255::1              962                       # Occupied blocks per task id, per block age (Count)
system.l2cache.tags.ageTaskId_255::2              962                       # Occupied blocks per task id, per block age (Count)
system.l2cache.tags.ageTaskId_255::3              962                       # Occupied blocks per task id, per block age (Count)
system.l2cache.tags.ageTaskId_255::4              962                       # Occupied blocks per task id, per block age (Count)
system.l2cache.tags.ageTaskId_256::0              962                       # Occupied blocks per task id, per block age (Count)
system.l2cache.tags.ageTaskId_256::1              962                       # Occupied blocks per task id, per block age (Count)
system.l2cache.tags.ageTaskId_256::2              962                       # Occupied blocks per task id, per block age (Count)
system.l2cache.tags.ageTaskId_256::3              962                       # Occupied blocks per task id, per block age (Count)
system.l2cache.tags.ageTaskId_256::4              962                       # Occupied blocks per task id, per block age (Count)
system.l2cache.tags.ageTaskId_257::0              962                       # Occupied blocks per task id, per block age (Count)
system.l2cache.tags.ageTaskId_257::1              962                       # Occupied blocks per task id, per block age (Count)
system.l2cache.tags.ageTaskId_257::2              962                       # Occupied blocks per task id, per block age (Count)
system.l2cache.tags.ageTaskId_257::3              962                       # Occupied blocks per task id, per block age (Count)
system.l2cache.tags.ageTaskId_257::4              962                       # Occupied blocks per task id, per block age (Count)
system.l2cache.tags.ageTaskId_258::0              962                       # Occupied blocks per task id, per block age (Count)
system.l2cache.tags.ageTaskId_258::1              962                       # Occupied blocks per task id, per block age (Count)
system.l2cache.tags.ageTaskId_258::2              962                       # Occupied blocks per task id, per block age (Count)
system.l2cache.tags.ageTaskId_258::3              962                       # Occupied blocks per task id, per block age (Count)
system.l2cache.tags.ageTaskId_258::4              962                       # Occupied blocks per task id, per block age (Count)
system.l2cache.tags.ageTaskId_259::0              962                       # Occupied blocks per task id, per block age (Count)
system.l2cache.tags.ageTaskId_259::1              962                       # Occupied blocks per task id, per block age (Count)
system.l2cache.tags.ageTaskId_259::2              962                       # Occupied blocks per task id, per block age (Count)
system.l2cache.tags.ageTaskId_259::3              962                       # Occupied blocks per task id, per block age (Count)
system.l2cache.tags.ageTaskId_259::4              962                       # Occupied blocks per task id, per block age (Count)
system.l2cache.tags.ageTaskId_260::0              962                       # Occupied blocks per task id, per block age (Count)
system.l2cache.tags.ageTaskId_260::1              962                       # Occupied blocks per task id, per block age (Count)
system.l2cache.tags.ageTaskId_260::2              962                       # Occupied blocks per task id, per block age (Count)
system.l2cache.tags.ageTaskId_260::3              962                       # Occupied blocks per task id, per block age (Count)
system.l2cache.tags.ageTaskId_260::4              962                       # Occupied blocks per task id, per block age (Count)
system.l2cache.tags.ageTaskId_261::0              962                       # Occupied blocks per task id, per block age (Count)
system.l2cache.tags.ageTaskId_261::1              962                       # Occupied blocks per task id, per block age (Count)
system.l2cache.tags.ageTaskId_261::2              962                       # Occupied blocks per task id, per block age (Count)
system.l2cache.tags.ageTaskId_261::3              962                       # Occupied blocks per task id, per block age (Count)
system.l2cache.tags.ageTaskId_261::4              962                       # Occupied blocks per task id, per block age (Count)
system.l2cache.tags.ageTaskId_262::0              962                       # Occupied blocks per task id, per block age (Count)
system.l2cache.tags.ageTaskId_262::1              962                       # Occupied blocks per task id, per block age (Count)
system.l2cache.tags.ageTaskId_262::2              962                       # Occupied blocks per task id, per block age (Count)
system.l2cache.tags.ageTaskId_262::3              962                       # Occupied blocks per task id, per block age (Count)
system.l2cache.tags.ageTaskId_262::4              962                       # Occupied blocks per task id, per block age (Count)
system.l2cache.tags.ageTaskId_263::0              962                       # Occupied blocks per task id, per block age (Count)
system.l2cache.tags.ageTaskId_263::1              962                       # Occupied blocks per task id, per block age (Count)
system.l2cache.tags.ageTaskId_263::2              962                       # Occupied blocks per task id, per block age (Count)
system.l2cache.tags.ageTaskId_263::3              962                       # Occupied blocks per task id, per block age (Count)
system.l2cache.tags.ageTaskId_263::4              962                       # Occupied blocks per task id, per block age (Count)
system.l2cache.tags.ageTaskId_264::0              962                       # Occupied blocks per task id, per block age (Count)
system.l2cache.tags.ageTaskId_264::1              962                       # Occupied blocks per task id, per block age (Count)
system.l2cache.tags.ageTaskId_264::2              962                       # Occupied blocks per task id, per block age (Count)
system.l2cache.tags.ageTaskId_264::3              962                       # Occupied blocks per task id, per block age (Count)
system.l2cache.tags.ageTaskId_264::4              962                       # Occupied blocks per task id, per block age (Count)
system.l2cache.tags.ageTaskId_265::0              962                       # Occupied blocks per task id, per block age (Count)
system.l2cache.tags.ageTaskId_265::1              962                       # Occupied blocks per task id, per block age (Count)
system.l2cache.tags.ageTaskId_265::2              962                       # Occupied blocks per task id, per block age (Count)
system.l2cache.tags.ageTaskId_265::3              962                       # Occupied blocks per task id, per block age (Count)
system.l2cache.tags.ageTaskId_265::4              962                       # Occupied blocks per task id, per block age (Count)
system.l2cache.tags.ageTaskId_266::0              962                       # Occupied blocks per task id, per block age (Count)
system.l2cache.tags.ageTaskId_266::1              962                       # Occupied blocks per task id, per block age (Count)
system.l2cache.tags.ageTaskId_266::2              962                       # Occupied blocks per task id, per block age (Count)
system.l2cache.tags.ageTaskId_266::3              962                       # Occupied blocks per task id, per block age (Count)
system.l2cache.tags.ageTaskId_266::4              962                       # Occupied blocks per task id, per block age (Count)
system.l2cache.tags.ageTaskId_267::0              962                       # Occupied blocks per task id, per block age (Count)
system.l2cache.tags.ageTaskId_267::1              962                       # Occupied blocks per task id, per block age (Count)
system.l2cache.tags.ageTaskId_267::2              962                       # Occupied blocks per task id, per block age (Count)
system.l2cache.tags.ageTaskId_267::3              962                       # Occupied blocks per task id, per block age (Count)
system.l2cache.tags.ageTaskId_267::4              962                       # Occupied blocks per task id, per block age (Count)
system.l2cache.tags.ageTaskId_268::0              962                       # Occupied blocks per task id, per block age (Count)
system.l2cache.tags.ageTaskId_268::1              962                       # Occupied blocks per task id, per block age (Count)
system.l2cache.tags.ageTaskId_268::2              962                       # Occupied blocks per task id, per block age (Count)
system.l2cache.tags.ageTaskId_268::3              962                       # Occupied blocks per task id, per block age (Count)
system.l2cache.tags.ageTaskId_268::4              962                       # Occupied blocks per task id, per block age (Count)
system.l2cache.tags.ageTaskId_269::0              962                       # Occupied blocks per task id, per block age (Count)
system.l2cache.tags.ageTaskId_269::1              962                       # Occupied blocks per task id, per block age (Count)
system.l2cache.tags.ageTaskId_269::2              962                       # Occupied blocks per task id, per block age (Count)
system.l2cache.tags.ageTaskId_269::3              962                       # Occupied blocks per task id, per block age (Count)
system.l2cache.tags.ageTaskId_269::4              962                       # Occupied blocks per task id, per block age (Count)
system.l2cache.tags.ageTaskId_270::0              962                       # Occupied blocks per task id, per block age (Count)
system.l2cache.tags.ageTaskId_270::1              962                       # Occupied blocks per task id, per block age (Count)
system.l2cache.tags.ageTaskId_270::2              962                       # Occupied blocks per task id, per block age (Count)
system.l2cache.tags.ageTaskId_270::3              962                       # Occupied blocks per task id, per block age (Count)
system.l2cache.tags.ageTaskId_270::4              962                       # Occupied blocks per task id, per block age (Count)
system.l2cache.tags.ageTaskId_271::0              962                       # Occupied blocks per task id, per block age (Count)
system.l2cache.tags.ageTaskId_271::1              962                       # Occupied blocks per task id, per block age (Count)
system.l2cache.tags.ageTaskId_271::2              962                       # Occupied blocks per task id, per block age (Count)
system.l2cache.tags.ageTaskId_271::3              962                       # Occupied blocks per task id, per block age (Count)
system.l2cache.tags.ageTaskId_271::4              962                       # Occupied blocks per task id, per block age (Count)
system.l2cache.tags.ageTaskId_272::0              962                       # Occupied blocks per task id, per block age (Count)
system.l2cache.tags.ageTaskId_272::1              962                       # Occupied blocks per task id, per block age (Count)
system.l2cache.tags.ageTaskId_272::2              962                       # Occupied blocks per task id, per block age (Count)
system.l2cache.tags.ageTaskId_272::3              962                       # Occupied blocks per task id, per block age (Count)
system.l2cache.tags.ageTaskId_272::4              962                       # Occupied blocks per task id, per block age (Count)
system.l2cache.tags.ageTaskId_273::0              962                       # Occupied blocks per task id, per block age (Count)
system.l2cache.tags.ageTaskId_273::1              962                       # Occupied blocks per task id, per block age (Count)
system.l2cache.tags.ageTaskId_273::2              962                       # Occupied blocks per task id, per block age (Count)
system.l2cache.tags.ageTaskId_273::3              962                       # Occupied blocks per task id, per block age (Count)
system.l2cache.tags.ageTaskId_273::4              962                       # Occupied blocks per task id, per block age (Count)
system.l2cache.tags.ageTaskId_274::0              962                       # Occupied blocks per task id, per block age (Count)
system.l2cache.tags.ageTaskId_274::1              962                       # Occupied blocks per task id, per block age (Count)
system.l2cache.tags.ageTaskId_274::2              962                       # Occupied blocks per task id, per block age (Count)
system.l2cache.tags.ageTaskId_274::3              962                       # Occupied blocks per task id, per block age (Count)
system.l2cache.tags.ageTaskId_274::4              962                       # Occupied blocks per task id, per block age (Count)
system.l2cache.tags.ageTaskId_275::0              962                       # Occupied blocks per task id, per block age (Count)
system.l2cache.tags.ageTaskId_275::1              962                       # Occupied blocks per task id, per block age (Count)
system.l2cache.tags.ageTaskId_275::2              962                       # Occupied blocks per task id, per block age (Count)
system.l2cache.tags.ageTaskId_275::3              962                       # Occupied blocks per task id, per block age (Count)
system.l2cache.tags.ageTaskId_275::4              962                       # Occupied blocks per task id, per block age (Count)
system.l2cache.tags.ageTaskId_276::0              962                       # Occupied blocks per task id, per block age (Count)
system.l2cache.tags.ageTaskId_276::1              962                       # Occupied blocks per task id, per block age (Count)
system.l2cache.tags.ageTaskId_276::2              962                       # Occupied blocks per task id, per block age (Count)
system.l2cache.tags.ageTaskId_276::3              962                       # Occupied blocks per task id, per block age (Count)
system.l2cache.tags.ageTaskId_276::4              962                       # Occupied blocks per task id, per block age (Count)
system.l2cache.tags.ageTaskId_277::0              962                       # Occupied blocks per task id, per block age (Count)
system.l2cache.tags.ageTaskId_277::1              962                       # Occupied blocks per task id, per block age (Count)
system.l2cache.tags.ageTaskId_277::2              962                       # Occupied blocks per task id, per block age (Count)
system.l2cache.tags.ageTaskId_277::3              962                       # Occupied blocks per task id, per block age (Count)
system.l2cache.tags.ageTaskId_277::4              962                       # Occupied blocks per task id, per block age (Count)
system.l2cache.tags.ageTaskId_278::0              962                       # Occupied blocks per task id, per block age (Count)
system.l2cache.tags.ageTaskId_278::1              962                       # Occupied blocks per task id, per block age (Count)
system.l2cache.tags.ageTaskId_278::2              962                       # Occupied blocks per task id, per block age (Count)
system.l2cache.tags.ageTaskId_278::3              962                       # Occupied blocks per task id, per block age (Count)
system.l2cache.tags.ageTaskId_278::4              962                       # Occupied blocks per task id, per block age (Count)
system.l2cache.tags.ageTaskId_279::0              962                       # Occupied blocks per task id, per block age (Count)
system.l2cache.tags.ageTaskId_279::1              962                       # Occupied blocks per task id, per block age (Count)
system.l2cache.tags.ageTaskId_279::2              962                       # Occupied blocks per task id, per block age (Count)
system.l2cache.tags.ageTaskId_279::3              962                       # Occupied blocks per task id, per block age (Count)
system.l2cache.tags.ageTaskId_279::4              962                       # Occupied blocks per task id, per block age (Count)
system.l2cache.tags.ageTaskId_280::0              962                       # Occupied blocks per task id, per block age (Count)
system.l2cache.tags.ageTaskId_280::1              962                       # Occupied blocks per task id, per block age (Count)
system.l2cache.tags.ageTaskId_280::2              962                       # Occupied blocks per task id, per block age (Count)
system.l2cache.tags.ageTaskId_280::3              962                       # Occupied blocks per task id, per block age (Count)
system.l2cache.tags.ageTaskId_280::4              962                       # Occupied blocks per task id, per block age (Count)
system.l2cache.tags.ageTaskId_281::0              962                       # Occupied blocks per task id, per block age (Count)
system.l2cache.tags.ageTaskId_281::1              962                       # Occupied blocks per task id, per block age (Count)
system.l2cache.tags.ageTaskId_281::2              962                       # Occupied blocks per task id, per block age (Count)
system.l2cache.tags.ageTaskId_281::3              962                       # Occupied blocks per task id, per block age (Count)
system.l2cache.tags.ageTaskId_281::4              962                       # Occupied blocks per task id, per block age (Count)
system.l2cache.tags.ageTaskId_282::0              962                       # Occupied blocks per task id, per block age (Count)
system.l2cache.tags.ageTaskId_282::1              962                       # Occupied blocks per task id, per block age (Count)
system.l2cache.tags.ageTaskId_282::2              962                       # Occupied blocks per task id, per block age (Count)
system.l2cache.tags.ageTaskId_282::3              962                       # Occupied blocks per task id, per block age (Count)
system.l2cache.tags.ageTaskId_282::4              962                       # Occupied blocks per task id, per block age (Count)
system.l2cache.tags.ageTaskId_283::0              962                       # Occupied blocks per task id, per block age (Count)
system.l2cache.tags.ageTaskId_283::1              962                       # Occupied blocks per task id, per block age (Count)
system.l2cache.tags.ageTaskId_283::2              962                       # Occupied blocks per task id, per block age (Count)
system.l2cache.tags.ageTaskId_283::3              962                       # Occupied blocks per task id, per block age (Count)
system.l2cache.tags.ageTaskId_283::4              962                       # Occupied blocks per task id, per block age (Count)
system.l2cache.tags.ageTaskId_284::0              962                       # Occupied blocks per task id, per block age (Count)
system.l2cache.tags.ageTaskId_284::1              962                       # Occupied blocks per task id, per block age (Count)
system.l2cache.tags.ageTaskId_284::2              962                       # Occupied blocks per task id, per block age (Count)
system.l2cache.tags.ageTaskId_284::3              962                       # Occupied blocks per task id, per block age (Count)
system.l2cache.tags.ageTaskId_284::4              962                       # Occupied blocks per task id, per block age (Count)
system.l2cache.tags.ageTaskId_285::0              962                       # Occupied blocks per task id, per block age (Count)
system.l2cache.tags.ageTaskId_285::1              962                       # Occupied blocks per task id, per block age (Count)
system.l2cache.tags.ageTaskId_285::2              962                       # Occupied blocks per task id, per block age (Count)
system.l2cache.tags.ageTaskId_285::3              962                       # Occupied blocks per task id, per block age (Count)
system.l2cache.tags.ageTaskId_285::4              962                       # Occupied blocks per task id, per block age (Count)
system.l2cache.tags.ageTaskId_286::0              962                       # Occupied blocks per task id, per block age (Count)
system.l2cache.tags.ageTaskId_286::1              962                       # Occupied blocks per task id, per block age (Count)
system.l2cache.tags.ageTaskId_286::2              962                       # Occupied blocks per task id, per block age (Count)
system.l2cache.tags.ageTaskId_286::3              962                       # Occupied blocks per task id, per block age (Count)
system.l2cache.tags.ageTaskId_286::4              962                       # Occupied blocks per task id, per block age (Count)
system.l2cache.tags.ageTaskId_287::0              962                       # Occupied blocks per task id, per block age (Count)
system.l2cache.tags.ageTaskId_287::1              962                       # Occupied blocks per task id, per block age (Count)
system.l2cache.tags.ageTaskId_287::2              962                       # Occupied blocks per task id, per block age (Count)
system.l2cache.tags.ageTaskId_287::3              962                       # Occupied blocks per task id, per block age (Count)
system.l2cache.tags.ageTaskId_287::4              962                       # Occupied blocks per task id, per block age (Count)
system.l2cache.tags.ageTaskId_288::0              962                       # Occupied blocks per task id, per block age (Count)
system.l2cache.tags.ageTaskId_288::1              962                       # Occupied blocks per task id, per block age (Count)
system.l2cache.tags.ageTaskId_288::2              962                       # Occupied blocks per task id, per block age (Count)
system.l2cache.tags.ageTaskId_288::3              962                       # Occupied blocks per task id, per block age (Count)
system.l2cache.tags.ageTaskId_288::4              962                       # Occupied blocks per task id, per block age (Count)
system.l2cache.tags.ageTaskId_289::0              962                       # Occupied blocks per task id, per block age (Count)
system.l2cache.tags.ageTaskId_289::1              962                       # Occupied blocks per task id, per block age (Count)
system.l2cache.tags.ageTaskId_289::2              962                       # Occupied blocks per task id, per block age (Count)
system.l2cache.tags.ageTaskId_289::3              962                       # Occupied blocks per task id, per block age (Count)
system.l2cache.tags.ageTaskId_289::4              962                       # Occupied blocks per task id, per block age (Count)
system.l2cache.tags.ageTaskId_290::0              962                       # Occupied blocks per task id, per block age (Count)
system.l2cache.tags.ageTaskId_290::1              962                       # Occupied blocks per task id, per block age (Count)
system.l2cache.tags.ageTaskId_290::2              962                       # Occupied blocks per task id, per block age (Count)
system.l2cache.tags.ageTaskId_290::3              962                       # Occupied blocks per task id, per block age (Count)
system.l2cache.tags.ageTaskId_290::4              962                       # Occupied blocks per task id, per block age (Count)
system.l2cache.tags.ageTaskId_291::0              962                       # Occupied blocks per task id, per block age (Count)
system.l2cache.tags.ageTaskId_291::1              962                       # Occupied blocks per task id, per block age (Count)
system.l2cache.tags.ageTaskId_291::2              962                       # Occupied blocks per task id, per block age (Count)
system.l2cache.tags.ageTaskId_291::3              962                       # Occupied blocks per task id, per block age (Count)
system.l2cache.tags.ageTaskId_291::4              962                       # Occupied blocks per task id, per block age (Count)
system.l2cache.tags.ageTaskId_292::0              962                       # Occupied blocks per task id, per block age (Count)
system.l2cache.tags.ageTaskId_292::1              962                       # Occupied blocks per task id, per block age (Count)
system.l2cache.tags.ageTaskId_292::2              962                       # Occupied blocks per task id, per block age (Count)
system.l2cache.tags.ageTaskId_292::3              962                       # Occupied blocks per task id, per block age (Count)
system.l2cache.tags.ageTaskId_292::4              962                       # Occupied blocks per task id, per block age (Count)
system.l2cache.tags.ageTaskId_293::0              962                       # Occupied blocks per task id, per block age (Count)
system.l2cache.tags.ageTaskId_293::1              962                       # Occupied blocks per task id, per block age (Count)
system.l2cache.tags.ageTaskId_293::2              962                       # Occupied blocks per task id, per block age (Count)
system.l2cache.tags.ageTaskId_293::3              962                       # Occupied blocks per task id, per block age (Count)
system.l2cache.tags.ageTaskId_293::4              962                       # Occupied blocks per task id, per block age (Count)
system.l2cache.tags.ageTaskId_294::0              962                       # Occupied blocks per task id, per block age (Count)
system.l2cache.tags.ageTaskId_294::1              962                       # Occupied blocks per task id, per block age (Count)
system.l2cache.tags.ageTaskId_294::2              962                       # Occupied blocks per task id, per block age (Count)
system.l2cache.tags.ageTaskId_294::3              962                       # Occupied blocks per task id, per block age (Count)
system.l2cache.tags.ageTaskId_294::4              962                       # Occupied blocks per task id, per block age (Count)
system.l2cache.tags.ageTaskId_295::0              962                       # Occupied blocks per task id, per block age (Count)
system.l2cache.tags.ageTaskId_295::1              962                       # Occupied blocks per task id, per block age (Count)
system.l2cache.tags.ageTaskId_295::2              962                       # Occupied blocks per task id, per block age (Count)
system.l2cache.tags.ageTaskId_295::3              962                       # Occupied blocks per task id, per block age (Count)
system.l2cache.tags.ageTaskId_295::4              962                       # Occupied blocks per task id, per block age (Count)
system.l2cache.tags.ageTaskId_296::0              962                       # Occupied blocks per task id, per block age (Count)
system.l2cache.tags.ageTaskId_296::1              962                       # Occupied blocks per task id, per block age (Count)
system.l2cache.tags.ageTaskId_296::2              962                       # Occupied blocks per task id, per block age (Count)
system.l2cache.tags.ageTaskId_296::3              962                       # Occupied blocks per task id, per block age (Count)
system.l2cache.tags.ageTaskId_296::4              962                       # Occupied blocks per task id, per block age (Count)
system.l2cache.tags.ageTaskId_297::0              962                       # Occupied blocks per task id, per block age (Count)
system.l2cache.tags.ageTaskId_297::1              962                       # Occupied blocks per task id, per block age (Count)
system.l2cache.tags.ageTaskId_297::2              962                       # Occupied blocks per task id, per block age (Count)
system.l2cache.tags.ageTaskId_297::3              962                       # Occupied blocks per task id, per block age (Count)
system.l2cache.tags.ageTaskId_297::4              962                       # Occupied blocks per task id, per block age (Count)
system.l2cache.tags.ageTaskId_298::0              962                       # Occupied blocks per task id, per block age (Count)
system.l2cache.tags.ageTaskId_298::1              962                       # Occupied blocks per task id, per block age (Count)
system.l2cache.tags.ageTaskId_298::2              962                       # Occupied blocks per task id, per block age (Count)
system.l2cache.tags.ageTaskId_298::3              962                       # Occupied blocks per task id, per block age (Count)
system.l2cache.tags.ageTaskId_298::4              962                       # Occupied blocks per task id, per block age (Count)
system.l2cache.tags.ageTaskId_299::0              962                       # Occupied blocks per task id, per block age (Count)
system.l2cache.tags.ageTaskId_299::1              962                       # Occupied blocks per task id, per block age (Count)
system.l2cache.tags.ageTaskId_299::2              962                       # Occupied blocks per task id, per block age (Count)
system.l2cache.tags.ageTaskId_299::3              962                       # Occupied blocks per task id, per block age (Count)
system.l2cache.tags.ageTaskId_299::4              962                       # Occupied blocks per task id, per block age (Count)
system.l2cache.tags.ageTaskId_300::0              962                       # Occupied blocks per task id, per block age (Count)
